Player Name,Position,NHL Team,Fantasy Points,Current Team,Current Owner,Drafted Team,Drafted By,Draft Round,Draft Pick,ADP,Pct Drafted,Games Played,Goals,Assists,Points,PIM,SOG,Hits,Blocks,Wins,Saves,Save %,GA,Shutouts,Pct Owned
Max Lajoie,D,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,
Axel Jonsson-Fjallby,LW,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Matthew Phillips,RW,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Paul Fischer,D,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
David Edstrom,C,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Filip Larsson,G,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Felix Unger Sorum,RW,CAR,0.0,,,,,,,,,,,,,,,,,,,,,,
Cole McWard,D,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Mitchell Gibson,G,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Nicolas Mattinen,D,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Travis Mitchell,D,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Travis Barron,LW,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Jeremy Davies,D,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Jake Livingstone,D,FLA,0.0,,,,,,,,,,,,,,,,,,,,,,
Akito Hirose,D,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Zach Sawchenko,G,CBJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Mazden Leslie,D,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Fredrik Karlstrom,C,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Calle Rosen,D,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Luke Philp,C,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Eduard Sale,LW,SEA,0.0,,,,,,,,,,,,,,,,,,,,,,
Joseph Cecconi,D,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Axel Sandin-Pellikka,D,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Brayden Yager,C,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Brett Seney,LW,CHI,0.0,,,,,,,,,,,,,,,,,,,,,,
David Reinbacher,D,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,1.0
Nate Danielson,C,DET,0.0,,,,,,,,,,,,,,,,,,,,,,
Cameron Hughes,C,DAL,0.0,,,,,,,,,,,,,,,,,,,,,,
Lane Pederson,C,PHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Hardy Haman Aktell,D,WSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Adam Raska,RW,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Logan Brown,C,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Boris Katchouk,LW,TB,0.0,,,,,,,,,,,,,,,,,,,,,,
Fabian Wagner,C,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Kale Clague,D,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Dylan Gambrell,C,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
William Lockwood,RW,FLA,0.0,,,,,,,,,,,,,,,,,,,,,,
Casey Fitzgerald,D,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Leo Loof,D,STL,0.0,,,,,,,,,,,,,,,,,,,,,,
Elias Salomonsson,D,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Ben Gleason,D,MIN,0.0,,,,,,,,,,,,,,,,,,,,,,
Kole Lind,RW,DAL,0.0,,,,,,,,,,,,,,,,,,,,,,
Carson Meyer,RW,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Marshall Rifai,D,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Kyle McDonald,RW,DAL,0.0,,,,,,,,,,,,,,,,,,,,,,
Christoffer Sedoff,D,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Joseph Abate,LW,BOS,0.0,,,,,,,,,,,,,,,,,,,,,,
Sebastian Aho,D,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Jiri Patera,G,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Matt Murray,G,NSH,0.0,,,,,,,,,,,,,,,,,,,,,,
Arvid Holm,G,COL,0.0,,,,,,,,,,,,,,,,,,,,,,
Cedric Pare,C,TOR,0.0,,,,,,,,,,,,,,,,,,,,,,
Domenic DiVincentiis,G,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Isaac Poulter,G,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Maksymilian Szuber,D,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Graham Sward,D,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Sammy Walker,C,UTA,0.0,,,,,,,,,,,,,,,,,,,,,,
Philip Kemp,D,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Angus Booth,D,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Tyler Brennan,G,NJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Jordan Dumais,RW,CBJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Danil Zhilkin,C,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Adam Sykora,LW,NYR,0.0,,,,,,,,,,,,,,,,,,,,,,
Thomas Milic,G,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Billy Sweezey,D,BOS,0.0,,,,,,,,,,,,,,,,,,,,,,
MacKenzie Entwistle,RW,FLA,0.0,,,,,,,,,,,,,,,,,,,,,,
Cameron Crotty,D,OTT,0.0,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
Robin Salo,D,NYI,0.0,,,,,,,,,,,,,,,,,,,,,,
Jake Leschyshyn,C,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Michael DiPietro,G,BOS,0.0,,,,,,,,,,,,,,,,,,,,,,
Gustav Lindstrom,D,ANA,0.0,,,,,,,,,,,,,,,,,,,,,,
Hunter McKown,C,CBJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Sean Farrell,C,MTL,0.0,,,,,,,,,,,,,,,,,,,,,,
Reilly Walsh,D,LA,0.0,,,,,,,,,,,,,,,,,,,,,,
Aidan McDonough,LW,PIT,0.0,,,,,,,,,,,,,,,,,,,,,,
Trevor Kuntar,C,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Jack Rathbone,D,BUF,0.0,,,,,,,,,,,,,,,,,,,,,,
Mason Shaw,C,WPG,0.0,,,,,,,,,,,,,,,,,,,,,,
Eetu Makiniemi,G,PHI,0.0,,,,,,,,,,,,,,,,,,,,,,
Noel Hoefenmayer,D,EDM,0.0,,,,,,,,,,,,,,,,,,,,,,
Nolan Burke,C,SJ,0.0,,,,,,,,,,,,,,,,,,,,,,
Braeden Bowman,RW,VGK,0.0,,,,,,,,,,,,,,,,,,,,,,
Dylan Ferguson,G,VAN,0.0,,,,,,,,,,,,,,,,,,,,,,
Jack Studnicka,C,FLA,0.0,,,,,,,,,,,,,,,,,,,,,,
Kaapo Kahkonen,G,MTL,-0.8,,,,,,,,,,,,,,,,,0.0,16.0,0.8,4.0,0.0,
Tristan Lennox,G,NYI,-0.8,,,,,,,,,,,,,,,,,0.0,1.0,0.5,1.0,0.0,
Niklas Kokko,G,SEA,-1.2,,,,,,,,,,,,,,,,,0.0,4.0,0.6666666666666666,2.0,0.0,
Brandon Halverson,G,TB,-1.2,,,,,,,,,,,,,,,,,0.0,19.0,0.7916666666666666,5.0,0.0,
Hunter Shepard,G,OTT,-3.2,,,,,,,,,,,,,,,,,0.0,19.0,0.7307692307692307,7.0,0.0,
