Player Name,Position,NHL Team,Fantasy Points,Current Team,Current Owner,Drafted Team,Drafted By,Draft Round,Draft Pick,ADP,Pct Drafted,Games Played,Goals,Assists,Points,PIM,SOG,Hits,Blocks,Wins,Saves,Save %,GA,Shutouts,Pct Owned
Wyatt Kaiser,D,CHI,108.7,,,,,,,,,57.0,4.0,4.0,8.0,14.0,66.0,54.0,93.0,,,,,,
Kyle MacLean,C,NYI,108.7,,,,,,,,,81.0,4.0,7.0,11.0,14.0,61.0,108.0,29.0,,,,,,
Derek Forbort,D,VAN,107.65,,,,,,,,,54.0,2.0,9.0,11.0,45.0,39.0,65.0,77.0,,,,,,
Michael Carcone,LW,UTA,107.6,,,,,,,,,53.0,7.0,12.0,19.0,36.0,75.0,48.0,11.0,,,,,,
Thomas Novak,C,PIT,107.6,,,,,,,,,54.0,13.0,9.0,22.0,4.0,92.0,6.0,26.0,,,,,,1.0
Isac Lundestrom,C,CBJ,106.9,,,,,,,,,79.0,4.0,11.0,15.0,10.0,60.0,48.0,68.0,,,,,,
Luke Glendening,C,NJ,106.1,,,,,,,,,77.0,4.0,3.0,7.0,10.0,51.0,105.0,58.0,,,,,,
Jordan Eberle,RW,SEA,106.1,,,,,,,,,42.0,9.0,17.0,26.0,14.0,66.0,13.0,25.0,,,,,,4.0
Ilya Samsonov,G,VGK,106.0,Ice Ice Baby,David,Ice Ice Baby,David,14,245,136.6,0.93,,,,,,,,,16.0,670.0,0.8909574468085106,82.0,2.0,46.0
Josh Doan,"LW,RW",BUF,105.8,,,,,,,,,51.0,7.0,12.0,19.0,8.0,88.0,45.0,14.0,,,,,,1.0
Robby Fabbri,"C,LW",PIT,105.8,,,,,,,,,44.0,8.0,8.0,16.0,20.0,65.0,58.0,29.0,,,,,,
Marc Del Gaizo,D,MTL,105.25,,,,,,,,,46.0,2.0,7.0,9.0,21.0,76.0,71.0,53.0,,,,,,
Kasperi Kapanen,RW,EDM,105.2,,,,,,,,,67.0,6.0,8.0,14.0,16.0,66.0,88.0,14.0,,,,,,
Mark Jankowski,C,CAR,105.05,,,,,,,,,60.0,12.0,5.0,17.0,33.0,66.0,27.0,34.0,,,,,,
Lukas Reichel,LW,VAN,105.0,,,,,,,,,70.0,8.0,14.0,22.0,12.0,72.0,24.0,29.0,,,,,,
David Perron,"LW,RW",OTT,104.8,66 Million Reasons,Cooper,Rant and Roll,Bruce,14,246,181.0,0.03,43.0,9.0,7.0,16.0,12.0,71.0,72.0,9.0,,,,,,5.0
Dan Vladar,G,PHI,104.4,,,,,,,,,,,,,,,,,12.0,727.0,0.8975308641975308,83.0,2.0,6.0
Anton Forsberg,G,LA,104.4,,,,,,,,,,,,,,,,,11.0,692.0,0.9010416666666666,76.0,3.0,8.0
Adam Klapka,RW,CGY,104.05,Montour’s Monsters,Eric,,,,,,,31.0,6.0,4.0,10.0,29.0,44.0,108.0,25.0,,,,,,1.0
Jonah Gadjovich,LW,FLA,103.4,,,,,,,,,42.0,4.0,0.0,4.0,60.0,43.0,127.0,21.0,,,,,,
Josh Mahura,D,SEA,103.4,,,,,,,,,64.0,0.0,9.0,9.0,20.0,58.0,89.0,54.0,,,,,,
Pierre Engvall,LW,NYI,102.8,,,,,,,,,62.0,8.0,7.0,15.0,16.0,93.0,47.0,12.0,,,,,,
Andrew Copp,"C,LW",DET,102.8,,,,,,,,,56.0,10.0,13.0,23.0,8.0,68.0,9.0,35.0,,,,,,1.0
Tomas Tatar,LW,NJ,102.4,,,,,,,,,74.0,7.0,10.0,17.0,20.0,66.0,56.0,19.0,,,,,,
Samuel Helenius,C,LA,102.25,,,,,,,,,50.0,4.0,3.0,7.0,25.0,29.0,150.0,16.0,,,,,,
Juuso Parssinen,C,NYR,100.75,,,,,,,,,48.0,6.0,10.0,16.0,19.0,30.0,86.0,29.0,,,,,,
Matt Rempe,"C,RW",NYR,100.15,,,,,,,158.5,0.03,42.0,3.0,5.0,8.0,67.0,30.0,117.0,14.0,,,,,,1.0
Joel Hanley,D,CGY,100.05,,,,,,,,,53.0,2.0,7.0,9.0,21.0,42.0,55.0,90.0,,,,,,
Scott Wedgewood,G,COL,100.0,,,,,,,170.4,0.02,,,,,,,,,14.0,525.0,0.9083044982698962,53.0,2.0,18.0
Noah Gregor,C,FLA,99.8,,,,,,,,,52.0,4.0,3.0,7.0,28.0,60.0,94.0,33.0,,,,,,
Jonny Brodzinski,C,NYR,98.6,,,,,,,,,51.0,12.0,7.0,19.0,4.0,73.0,27.0,19.0,,,,,,
Erik Gustafsson,D,DET,98.6,,,Strome Alone,Ryan,16,271,172.8,0.04,60.0,2.0,16.0,18.0,20.0,67.0,28.0,44.0,,,,,,1.0
Tony DeAngelo,D,NYI,98.5,Ryan is Aho,Mitchell,,,,,,,35.0,4.0,15.0,19.0,10.0,76.0,17.0,42.0,,,,,,24.0
Alex Lyon,G,BUF,98.4,,,,,,,,,,,,,,,,,14.0,632.0,0.8964539007092198,73.0,1.0,6.0
Jan Rutta,D,SJ,98.4,,,,,,,,,54.0,3.0,6.0,9.0,28.0,55.0,40.0,81.0,,,,,,
Boone Jenner,"C,LW",CBJ,98.4,DubJ,John,MasterSkaters,Aj,8,134,171.7,0.18,26.0,7.0,12.0,19.0,4.0,70.0,43.0,18.0,,,,,,44.0
Henry Thrun,D,TOR,97.9,,,,,,,,,60.0,2.0,10.0,12.0,30.0,52.0,43.0,66.0,,,,,,
Tyler Motte,LW,FLA,97.9,DubJ,John,,,,,,,55.0,4.0,5.0,9.0,6.0,66.0,72.0,48.0,,,,,,
Marc-Andre Fleury,G,PIT,97.4,,,,,,,166.4,0.17,,,,,,,,,14.0,602.0,0.8985074626865671,68.0,1.0,16.0
Mathew Barzal,"C,RW",NYI,97.4,,,66 Million Reasons,Cooper,4,68,81.7,1.0,30.0,6.0,14.0,20.0,4.0,78.0,24.0,24.0,,,,,,47.0
Adam Edstrom,C,NYR,96.95,,,,,,,,,51.0,5.0,4.0,9.0,27.0,40.0,94.0,34.0,,,,,,
Declan Chisholm,D,WSH,96.9,,,,,,,,,66.0,2.0,10.0,12.0,10.0,69.0,33.0,69.0,,,,,,
David Rittich,G,NYI,96.6,,,,,,,167.9,0.15,,,,,,,,,16.0,683.0,0.8858625162127107,88.0,0.0,12.0
Vincent Desharnais,D,SJ,96.45,,,,,,,,,51.0,0.0,3.0,3.0,45.0,28.0,87.0,83.0,,,,,,
J.J. Moser,D,TB,96.3,,,,,,,,,54.0,2.0,12.0,14.0,22.0,48.0,34.0,70.0,,,,,,2.0
Jordan Greenway,LW,BUF,96.25,,,,,,,,,34.0,3.0,5.0,8.0,45.0,36.0,100.0,29.0,,,,,,1.0
Mattias Janmark,C,EDM,95.9,,,,,,,,,80.0,2.0,16.0,18.0,22.0,51.0,45.0,35.0,,,,,,
Jakob Pelletier,"C,LW",TB,95.5,,,,,,,,,49.0,7.0,12.0,19.0,10.0,54.0,47.0,19.0,,,,,,
Egor Zamula,D,PHI,95.3,,,,,,,,,63.0,3.0,12.0,15.0,6.0,37.0,24.0,91.0,,,,,,
Justus Annunen,G,NSH,93.8,,,,,,,154.6,0.65,,,,,,,,,15.0,719.0,0.8832923832923832,95.0,0.0,6.0
Fedor Svechkov,C,NSH,93.5,,,,,,,,,52.0,8.0,9.0,17.0,14.0,64.0,32.0,24.0,,,,,,
Calvin de Haan,D,NYR,93.0,,,,,,,,,47.0,0.0,8.0,8.0,12.0,51.0,71.0,63.0,,,,,,
Ross Johnston,LW,ANA,92.2,,,,,,,,,43.0,1.0,3.0,4.0,72.0,9.0,134.0,20.0,,,,,,
Tyler Tucker,D,STL,91.95,,,,,,,,,38.0,3.0,4.0,7.0,55.0,33.0,81.0,39.0,,,,,,1.0
Joonas Korpisalo,G,BOS,91.8,,,Papi,Nick,16,287,160.1,0.62,,,,,,,,,11.0,619.0,0.8932178932178932,74.0,3.0,11.0
Parker Wotherspoon,D,PIT,91.5,,,,,,,,,55.0,1.0,6.0,7.0,10.0,44.0,75.0,66.0,,,,,,
Henri Jokiharju,D,BOS,91.3,,,,,,,,,60.0,3.0,7.0,10.0,14.0,59.0,50.0,53.0,,,,,,
Marat Khusnutdinov,C,BOS,91.2,,,,,,,,,75.0,5.0,7.0,12.0,20.0,41.0,55.0,47.0,,,,,,
Ryan Graves,D,PIT,91.05,,,,,,,,,61.0,1.0,3.0,4.0,29.0,39.0,75.0,73.0,,,,,,
Drew Doughty,D,LA,89.8,Goon Cave Mommies,Kyle,Rant and Roll,Bruce,13,223,143.0,0.9,30.0,4.0,13.0,17.0,20.0,46.0,26.0,45.0,,,,,,61.0
Jonathan Quick,G,NYR,89.4,,,,,,,167.4,0.11,,,,,,,,,11.0,587.0,0.893455098934551,70.0,3.0,10.0
Rasmus Kupari,C,WPG,89.4,,,,,,,,,59.0,5.0,3.0,8.0,16.0,53.0,77.0,31.0,,,,,,
Jake Christiansen,D,CBJ,88.95,,,,,,,,,68.0,1.0,7.0,8.0,11.0,58.0,50.0,65.0,,,,,,
Denton Mateychuk,D,CBJ,88.2,,,,,,,,,45.0,4.0,9.0,13.0,20.0,44.0,26.0,63.0,,,,,,1.0
Alec Martinez,D,CHI,88.2,,,,,,,,,44.0,5.0,7.0,12.0,8.0,38.0,24.0,81.0,,,,,,
Jon Merrill,D,MIN,88.2,,,,,,,,,70.0,2.0,4.0,6.0,20.0,47.0,41.0,85.0,,,,,,
Yegor Chinakhov,"LW,RW",CBJ,88.0,Dartmouth Mustard Tigers 🌭🐅,Cameron,,,,,,,30.0,7.0,8.0,15.0,4.0,68.0,47.0,10.0,,,,,,3.0
Sam Lafferty,"C,RW",CHI,87.0,,,,,,,,,60.0,4.0,3.0,7.0,28.0,50.0,89.0,16.0,,,,,,
Matias Maccelli,LW,TOR,86.8,,,,,,,,,55.0,8.0,10.0,18.0,8.0,86.0,6.0,10.0,,,,,,2.0
Troy Stecher,D,EDM,86.15,,,,,,,,,66.0,3.0,4.0,7.0,27.0,55.0,35.0,66.0,,,,,,
Eric Comrie,G,WPG,86.0,,,,,,,,,,,,,,,,,9.0,500.0,0.9140767824497258,47.0,2.0,7.0
Jesse Puljujarvi,RW,PIT,85.85,,,,,,,,,31.0,4.0,6.0,10.0,25.0,50.0,80.0,9.0,,,,,,
Jeremy Lauzon,D,VGK,85.65,,,66 Million Reasons,Cooper,8,140,137.3,0.91,28.0,0.0,1.0,1.0,37.0,25.0,127.0,34.0,,,,,,8.0
Jeff Petry,D,FLA,85.4,,,,,,,,,44.0,1.0,7.0,8.0,16.0,33.0,51.0,77.0,,,,,,1.0
Frederik Andersen,G,CAR,85.2,Bangers and Mash,conor,MasterSkaters,Aj,9,155,88.0,1.0,,,,,,,,,13.0,491.0,0.8992673992673993,55.0,1.0,67.0
Sam Colangelo,RW,ANA,84.5,,,,,,,,,32.0,10.0,2.0,12.0,2.0,41.0,67.0,17.0,,,,,,1.0
Klim Kostin,C,SJ,84.15,,,,,,,,,35.0,1.0,6.0,7.0,27.0,28.0,111.0,17.0,,,,,,
Justin Holl,D,DET,83.6,,,,,,,,,73.0,2.0,6.0,8.0,16.0,41.0,35.0,78.0,,,,,,
Tomas Nosek,LW,FLA,83.1,,,,,,,,,59.0,1.0,8.0,9.0,10.0,47.0,83.0,24.0,,,,,,
Zack Ostapchuk,C,SJ,83.05,,,,,,,,,56.0,1.0,3.0,4.0,45.0,26.0,110.0,21.0,,,,,,
David Kampf,C,TOR,82.9,,,,,,,,,59.0,5.0,8.0,13.0,14.0,45.0,50.0,26.0,,,,,,
James Reimer,G,TOR,82.8,,,,,,,,,,,,,,,,,10.0,594.0,0.8959276018099548,69.0,1.0,9.0
Urho Vaakanainen,D,NYR,82.5,,,,,,,,,51.0,2.0,14.0,16.0,18.0,42.0,19.0,49.0,,,,,,
Philippe Myers,D,TOR,81.35,,,,,,,,,36.0,2.0,3.0,5.0,15.0,46.0,76.0,42.0,,,,,,
Miles Wood,LW,CBJ,81.2,,,,,,,,,37.0,4.0,4.0,8.0,48.0,60.0,48.0,15.0,,,,,,
Aatu Raty,C,VAN,80.9,,,,,,,,,33.0,7.0,4.0,11.0,14.0,34.0,80.0,7.0,,,,,,1.0
Oskar Back,C,DAL,80.8,,,,,,,,,73.0,4.0,12.0,16.0,8.0,44.0,28.0,35.0,,,,,,
Brett Berard,LW,NYR,80.8,,,,,,,,,35.0,6.0,4.0,10.0,8.0,59.0,53.0,20.0,,,,,,
Noah Juulsen,D,PHI,80.05,,,,,,,,,35.0,0.0,0.0,0.0,21.0,26.0,101.0,60.0,,,,,,
Alexander Holtz,RW,VGK,79.7,,,,,,,,,53.0,4.0,8.0,12.0,10.0,69.0,39.0,15.0,,,,,,
Zac Jones,D,BUF,79.0,,,,,,,,,46.0,1.0,10.0,11.0,24.0,51.0,28.0,46.0,,,,,,
Philipp Kurashev,"C,RW",SJ,78.5,Ice Ice Baby,David,Ice Ice Baby,David,16,281,,,51.0,7.0,7.0,14.0,14.0,54.0,30.0,16.0,,,,,,2.0
Emil Andrae,D,PHI,78.2,,,,,,,,,42.0,1.0,6.0,7.0,16.0,52.0,46.0,50.0,,,,,,
Curtis Lazar,C,EDM,75.9,,,,,,,,,48.0,2.0,3.0,5.0,14.0,27.0,107.0,17.0,,,,,,
Christian Fischer,RW,CBJ,74.95,,,,,,,,,46.0,1.0,6.0,7.0,11.0,31.0,93.0,19.0,,,,,,
Tyler Seguin,"C,RW",DAL,74.8,,,DubJ,John,15,262,172.5,0.08,20.0,9.0,12.0,21.0,4.0,46.0,5.0,6.0,,,,,,14.0
Liam O'Brien,"C,LW",UTA,74.5,,,,,,,,,28.0,0.0,2.0,2.0,50.0,34.0,100.0,11.0,,,,,,
Anthony Duclair,LW,NYI,74.3,,,,,,,169.5,0.05,44.0,7.0,4.0,11.0,10.0,60.0,26.0,21.0,,,,,,2.0
Devin Shore,C,MIN,74.1,,,,,,,,,55.0,1.0,4.0,5.0,6.0,41.0,76.0,37.0,,,,,,
Jordan Oesterle,D,NSH,73.8,,,,,,,,,37.0,4.0,6.0,10.0,4.0,38.0,27.0,57.0,,,,,,
Kaedan Korczak,D,VGK,73.7,,,,,,,,,40.0,0.0,10.0,10.0,2.0,34.0,59.0,40.0,,,,,,
Daniil Miromanov,D,CGY,73.4,,,,,,,,,44.0,2.0,7.0,9.0,12.0,52.0,19.0,55.0,,,,,,
Sean Durzi,D,UTA,73.15,Montour’s Monsters,Eric,Montour’s Monsters,Eric,9,157,171.2,0.38,30.0,4.0,7.0,11.0,19.0,39.0,15.0,52.0,,,,,,14.0
Tyson Jost,C,NSH,73.05,,,,,,,,,39.0,4.0,5.0,9.0,33.0,44.0,46.0,17.0,,,,,,
Andreas Englund,D,NSH,73.0,,,,,,,,,35.0,1.0,2.0,3.0,48.0,17.0,78.0,40.0,,,,,,
Jake Bean,D,CGY,72.4,,,,,,,,,64.0,2.0,5.0,7.0,8.0,71.0,22.0,43.0,,,,,,
Louis Crevier,D,CHI,72.3,,,,,,,,,32.0,3.0,1.0,4.0,10.0,28.0,70.0,49.0,,,,,,
Haydn Fleury,D,WPG,72.3,,,,,,,,,39.0,0.0,7.0,7.0,6.0,38.0,48.0,56.0,,,,,,
Oliver Wahlstrom,RW,SJ,71.45,,,,,,,,,43.0,3.0,3.0,6.0,37.0,54.0,34.0,30.0,,,,,,
Nolan Allan,D,CHI,71.4,,,,,,,,,43.0,1.0,7.0,8.0,16.0,17.0,61.0,48.0,,,,,,
Jonas Johansson,G,TB,71.2,Ryan is Aho,Mitchell,,,,,,,,,,,,,,,9.0,496.0,0.8953068592057761,58.0,1.0,7.0
Thatcher Demko,G,VAN,71.2,Papi,Nick,Papi,Nick,7,110,68.0,1.0,,,,,,,,,10.0,506.0,0.8892794376098418,63.0,1.0,69.0
Keaton Middleton,D,COL,71.0,,,,,,,,,41.0,0.0,2.0,2.0,28.0,44.0,69.0,37.0,,,,,,
Colton Dach,"C,LW",CHI,70.25,,,,,,,,,25.0,2.0,5.0,7.0,17.0,27.0,86.0,12.0,,,,,,
Jet Greaves,G,CBJ,69.6,,,,,,,,,,,,,,,,,7.0,318.0,0.9380530973451328,21.0,2.0,15.0
Jack Thompson,D,SJ,69.3,,,,,,,,,31.0,4.0,6.0,10.0,10.0,41.0,12.0,54.0,,,,,,
Jakub Vrana,LW,NSH,69.1,,,,,,,,,39.0,9.0,5.0,14.0,10.0,47.0,19.0,8.0,,,,,,
Vincent Hinostroza,C,MIN,67.9,,,,,,,,,38.0,5.0,5.0,10.0,10.0,48.0,41.0,12.0,,,,,,
Jacob Moverare,D,LA,67.9,,,,,,,,,49.0,1.0,7.0,8.0,10.0,30.0,31.0,60.0,,,,,,
Dennis Gilbert,D,PHI,67.7,,,,,,,,,29.0,0.0,6.0,6.0,50.0,9.0,63.0,36.0,,,,,,
Brock McGinn,LW,ANA,67.6,,,,,,,,,26.0,4.0,4.0,8.0,0.0,30.0,61.0,28.0,,,,,,
Jacob Bernard-Docker,D,DET,67.05,,,,,,,,,40.0,2.0,6.0,8.0,17.0,32.0,30.0,50.0,,,,,,
Vinni Lettieri,C,TOR,65.7,,,,,,,,,26.0,3.0,2.0,5.0,6.0,52.0,60.0,16.0,,,,,,
Leevi Merilainen,G,OTT,65.6,,,,,,,,,,,,,,,,,8.0,273.0,0.9254237288135593,22.0,3.0,4.0
TJ Brodie,D,CHI,65.3,,,,,,,,,54.0,2.0,8.0,10.0,18.0,23.0,16.0,58.0,,,,,,
Elmer Soderblom,LW,DET,64.7,,,,,,,,,26.0,4.0,7.0,11.0,6.0,38.0,43.0,12.0,,,,,,
Erik Johnson,D,COL,64.55,,,,,,,,,36.0,2.0,3.0,5.0,15.0,37.0,59.0,26.0,,,,,,
Shakir Mukhamadullin,D,SJ,64.4,,,,,,,,,30.0,2.0,7.0,9.0,8.0,30.0,25.0,51.0,,,,,,1.0
Jakub Dobes,G,MTL,64.0,,,,,,,,,,,,,,,,,7.0,400.0,0.9090909090909091,40.0,1.0,11.0
John Marino,D,UTA,63.5,,,,,,,,,35.0,1.0,13.0,14.0,2.0,30.0,9.0,46.0,,,,,,
Adam Boqvist,D,NYI,63.3,,,Montour’s Monsters,Eric,15,265,178.4,0.04,35.0,4.0,10.0,14.0,10.0,40.0,13.0,19.0,,,,,,1.0
Victor Mancini,D,VAN,62.9,,,,,,,,,31.0,2.0,6.0,8.0,10.0,27.0,38.0,41.0,,,,,,
Alexandre Texier,C,STL,62.9,,,,,,,,,31.0,6.0,5.0,11.0,10.0,50.0,20.0,11.0,,,,,,
Pierre-Olivier Joseph,D,VAN,62.85,,,,,,,,,47.0,0.0,3.0,3.0,45.0,42.0,36.0,36.0,,,,,,
Vitek Vanecek,G,UTA,62.0,,,,,,,,,,,,,,,,,5.0,640.0,0.8839779005524862,84.0,1.0,9.0
Ryan Reaves,RW,SJ,61.0,,,,,,,,,35.0,0.0,2.0,2.0,28.0,14.0,103.0,8.0,,,,,,
Juuso Valimaki,D,UTA,60.3,,,,,,,,,43.0,2.0,3.0,5.0,14.0,40.0,23.0,49.0,,,,,,
Justin Dowling,C,NYR,60.3,,,,,,,,,52.0,2.0,5.0,7.0,6.0,34.0,51.0,22.0,,,,,,
Kevin Labanc,RW,CAR,60.2,,,,,,,,,34.0,2.0,10.0,12.0,12.0,35.0,29.0,14.0,,,,,,
Connor Ingram,G,EDM,59.4,,,PENS15 Club,Brad,13,217,135.2,0.98,,,,,,,,,9.0,492.0,0.8817204301075269,66.0,0.0,22.0
Nicolas Deslauriers,LW,PHI,59.35,,,,,,,,,31.0,2.0,1.0,3.0,15.0,25.0,85.0,9.0,,,,,,
Collin Graf,RW,SJ,59.0,,,,,,,,,33.0,5.0,6.0,11.0,8.0,40.0,20.0,15.0,,,,,,
Nils Lundkvist,D,DAL,58.6,,,,,,,,,39.0,0.0,5.0,5.0,20.0,52.0,23.0,34.0,,,,,,
Philipp Grubauer,G,SEA,58.2,,,,,,,172.5,0.09,,,,,,,,,8.0,596.0,0.8751835535976505,85.0,0.0,3.0
Mikael Pyyhtia,LW,CBJ,57.9,,,,,,,,,47.0,4.0,3.0,7.0,6.0,32.0,25.0,39.0,,,,,,
Erik Brannstrom,D,COL,57.65,,,,,,,,,28.0,3.0,5.0,8.0,17.0,33.0,14.0,39.0,,,,,,
Brendan Smith,D,CBJ,57.65,,,,,,,,,32.0,1.0,5.0,6.0,33.0,27.0,41.0,23.0,,,,,,
Matthew Highmore,C,NYI,57.3,,,,,,,,,41.0,2.0,4.0,6.0,10.0,33.0,50.0,19.0,,,,,,
Daniil Tarasov,G,FLA,54.8,,,,,,,,,,,,,,,,,7.0,479.0,0.8805147058823529,65.0,1.0,3.0
Matt Martin,LW,NYI,53.7,,,,,,,,,32.0,0.0,2.0,2.0,10.0,17.0,82.0,19.0,,,,,,
Cam Atkinson,RW,TB,53.55,,,,,,,,,39.0,4.0,5.0,9.0,11.0,47.0,15.0,10.0,,,,,,
Jimmy Vesey,LW,COL,53.0,,,,,,,,,43.0,5.0,3.0,8.0,0.0,36.0,32.0,12.0,,,,,,
Cole Schwindt,RW,FLA,53.0,,,,,,,,,42.0,1.0,7.0,8.0,0.0,32.0,41.0,17.0,,,,,,
Daniel Sprong,RW,NJ,52.9,,,,,,,,,30.0,2.0,5.0,7.0,2.0,55.0,32.0,4.0,,,,,,1.0
Ivan Fedotov,G,CBJ,52.8,,,,,,,166.7,0.1,,,,,,,,,6.0,549.0,0.8798076923076923,75.0,0.0,5.0
Nikolas Matinpalo,D,OTT,52.8,,,,,,,,,41.0,1.0,3.0,4.0,20.0,43.0,25.0,29.0,,,,,,
Dennis Cholowski,D,NJ,52.7,,,,,,,,,39.0,3.0,7.0,10.0,10.0,30.0,5.0,33.0,,,,,,
Ryan Shea,D,PIT,51.5,,,,,,,,,39.0,2.0,3.0,5.0,14.0,19.0,20.0,51.0,,,,,,
Jacob Bryson,D,BUF,50.9,,,,,,,,,48.0,0.0,7.0,7.0,10.0,20.0,15.0,51.0,,,,,,
Scott Perunovich,D,UTA,50.5,,,,,,,,,35.0,2.0,7.0,9.0,10.0,18.0,15.0,37.0,,,,,,
Hudson Fasching,RW,CBJ,49.9,,,,,,,,,43.0,2.0,2.0,4.0,6.0,51.0,28.0,17.0,,,,,,
Vladislav Kolyachonok,D,DAL,49.7,,,,,,,,,35.0,2.0,5.0,7.0,10.0,20.0,27.0,31.0,,,,,,
Justin Kirkland,C,CGY,48.75,,,,,,,,,21.0,2.0,6.0,8.0,11.0,9.0,45.0,16.0,,,,,,
Landon Slaggert,LW,CHI,48.55,,,,,,,,,33.0,2.0,4.0,6.0,23.0,34.0,25.0,13.0,,,,,,
Max Jones,LW,EDM,47.9,,,,,,,,,26.0,1.0,1.0,2.0,18.0,17.0,71.0,8.0,,,,,,
Ethan Del Mastro,D,CHI,47.5,,,,,,,,,24.0,2.0,4.0,6.0,6.0,19.0,40.0,21.0,,,,,,
Phillip Di Giuseppe,LW,WPG,47.2,,,,,,,,,20.0,1.0,5.0,6.0,4.0,23.0,54.0,6.0,,,,,,
Fraser Minten,C,BOS,46.3,,,,,,,,,21.0,3.0,2.0,5.0,2.0,24.0,48.0,10.0,,,,,,
Chris Wagner,RW,STL,46.1,,,,,,,,,28.0,1.0,0.0,1.0,14.0,29.0,57.0,13.0,,,,,,
Zack MacEwen,C,NJ,46.05,,,,,,,,,21.0,2.0,1.0,3.0,21.0,26.0,49.0,7.0,,,,,,
John Hayden,C,SEA,45.95,,,,,,,,,20.0,1.0,1.0,2.0,31.0,20.0,44.0,19.0,,,,,,
Nikita Nesterenko,C,ANA,45.7,,,,,,,,,20.0,4.0,2.0,6.0,2.0,20.0,46.0,7.0,,,,,,
Matthew Poitras,C,BOS,45.4,,,,,,,,,33.0,1.0,10.0,11.0,8.0,29.0,12.0,10.0,,,,,,
Ivan Ivan,C,COL,45.0,,,,,,,,,40.0,5.0,3.0,8.0,8.0,34.0,12.0,9.0,,,,,,
Jack Johnson,D,MIN,44.1,,,,,,,,,41.0,0.0,6.0,6.0,2.0,23.0,21.0,35.0,,,,,,
Matt Nieto,LW,PIT,44.0,,,,,,,,,32.0,1.0,2.0,3.0,4.0,31.0,39.0,20.0,,,,,,
Michael Pezzetta,LW,TOR,43.6,,,,,,,,,25.0,0.0,0.0,0.0,24.0,14.0,73.0,7.0,,,,,,
David Gustafsson,C,WPG,42.55,,,,,,,,,36.0,2.0,4.0,6.0,7.0,30.0,19.0,18.0,,,,,,
Derek Ryan,C,EDM,42.4,,,,,,,,,36.0,1.0,5.0,6.0,12.0,20.0,25.0,21.0,,,,,,
Isaiah George,D,NYI,42.1,,,,,,,,,33.0,1.0,4.0,5.0,6.0,26.0,14.0,34.0,,,,,,
Max Sasson,C,VAN,41.8,,,,,,,,,29.0,3.0,4.0,7.0,0.0,31.0,18.0,13.0,,,,,,
Jordan Harris,D,BOS,41.7,,,,,,,,,33.0,1.0,4.0,5.0,6.0,15.0,23.0,35.0,,,,,,
Linus Karlsson,C,VAN,41.7,,,,,,,,,23.0,3.0,3.0,6.0,6.0,28.0,27.0,8.0,,,,,,
Elias Pettersson,D,VAN,40.85,,,PENS15 Club,Brad,17,289,,,28.0,1.0,2.0,3.0,17.0,19.0,39.0,16.0,,,,,,1.0
Hampus Lindholm,D,BOS,40.8,Hughes Cruise,Devon,Hughes Cruise,Devon,15,264,171.7,0.24,17.0,3.0,4.0,7.0,4.0,35.0,5.0,17.0,,,,,,6.0
Kyle Burroughs,D,LA,40.55,,,,,,,,,33.0,0.0,3.0,3.0,39.0,6.0,42.0,14.0,,,,,,
Liam Ohgren,LW,MIN,39.7,,,,,,,,,24.0,2.0,3.0,5.0,2.0,32.0,24.0,12.0,,,,,,
Adam Wilsby,D,NSH,39.7,,,,,,,,,23.0,1.0,4.0,5.0,6.0,33.0,18.0,17.0,,,,,,
Walker Duehr,RW,WPG,39.6,,,,,,,,,24.0,2.0,1.0,3.0,0.0,15.0,49.0,15.0,,,,,,
Ethen Frank,C,WSH,39.5,,,,,,,,,24.0,4.0,3.0,7.0,6.0,23.0,11.0,16.0,,,,,,
Kieffer Bellows,LW,NSH,39.1,,,,,,,,,19.0,2.0,2.0,4.0,6.0,28.0,35.0,6.0,,,,,,
Yaroslav Askarov,G,SJ,39.0,,,,,,,174.0,0.14,,,,,,,,,4.0,320.0,0.896358543417367,37.0,0.0,7.0
Akil Thomas,C,LA,38.35,,,,,,,,,25.0,1.0,2.0,3.0,7.0,20.0,42.0,12.0,,,,,,
Joel Blomqvist,G,PIT,38.2,,,,,,,,,,,,,,,,,4.0,376.0,0.8847058823529412,49.0,0.0,1.0
Artyom Levshunov,D,CHI,38.0,,,Ice Ice Baby,David,12,209,171.0,0.09,18.0,0.0,6.0,6.0,8.0,21.0,19.0,20.0,,,,,,5.0
Rodrigo Abols,C,PHI,37.8,,,,,,,,,22.0,2.0,3.0,5.0,4.0,25.0,25.0,12.0,,,,,,
Tyson Kozak,C,BUF,37.5,,,,,,,,,21.0,3.0,2.0,5.0,2.0,11.0,26.0,23.0,,,,,,
Ben Jones,C,MIN,36.9,,,,,,,,,26.0,0.0,0.0,0.0,10.0,24.0,51.0,11.0,,,,,,
Anthony Mantha,RW,PIT,36.35,,,,,,,,,13.0,4.0,3.0,7.0,11.0,15.0,16.0,8.0,,,,,,1.0
Jonathan Lekkerimäki,RW,VAN,36.3,,,,,,,,,24.0,3.0,3.0,6.0,2.0,30.0,16.0,6.0,,,,,,1.0
Jack St. Ivany,D,PIT,36.25,,,,,,,,,19.0,0.0,1.0,1.0,17.0,12.0,38.0,25.0,,,,,,
Maveric Lamoureux,D,UTA,35.9,,,,,,,,,15.0,1.0,2.0,3.0,42.0,17.0,18.0,11.0,,,,,,
